candidate_id,name,experience,skills,summary
39,Candidate_39,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
40,Candidate_40,4,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
41,Candidate_41,4,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
42,Candidate_42,10,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
43,Candidate_43,10,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
44,Candidate_44,0,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
45,Candidate_45,6,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
46,Candidate_46,2,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
47,Candidate_47,7,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
48,Candidate_48,8,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
49,Candidate_49,6,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
50,Candidate_50,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
51,Candidate_51,5,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
52,Candidate_52,6,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
53,Candidate_53,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
54,Candidate_54,8,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
55,Candidate_55,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
56,Candidate_56,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
57,Candidate_57,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
58,Candidate_58,10,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
59,Candidate_59,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
60,Candidate_60,6,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
61,Candidate_61,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
62,Candidate_62,3,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
63,Candidate_63,1,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
64,Candidate_64,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
65,Candidate_65,1,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
66,Candidate_66,9,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
67,Candidate_67,3,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
68,Candidate_68,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
69,Candidate_69,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
70,Candidate_70,1,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
71,Candidate_71,2,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
72,Candidate_72,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
73,Candidate_73,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
74,Candidate_74,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
75,Candidate_75,6,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
76,Candidate_76,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
77,Candidate_77,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
78,Candidate_78,5,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
79,Candidate_79,0,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
80,Candidate_80,2,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
81,Candidate_81,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
82,Candidate_82,2,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
83,Candidate_83,6,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
84,Candidate_84,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
85,Candidate_85,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
86,Candidate_86,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
87,Candidate_87,5,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
88,Candidate_88,0,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
89,Candidate_89,1,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
90,Candidate_90,2,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
91,Candidate_91,7,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
92,Candidate_92,3,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
93,Candidate_93,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
94,Candidate_94,3,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
95,Candidate_95,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
96,Candidate_96,4,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
97,Candidate_97,10,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
98,Candidate_98,4,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
99,Candidate_99,2,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
100,Candidate_100,7,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
101,Candidate_101,1,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
102,Candidate_102,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
103,Candidate_103,10,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
104,Candidate_104,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
105,Candidate_105,6,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
106,Candidate_106,0,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
107,Candidate_107,1,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
108,Candidate_108,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
109,Candidate_109,5,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
110,Candidate_110,10,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
111,Candidate_111,9,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
112,Candidate_112,6,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
113,Candidate_113,0,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
114,Candidate_114,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
115,Candidate_115,0,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
116,Candidate_116,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
117,Candidate_117,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
118,Candidate_118,8,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
119,Candidate_119,6,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
120,Candidate_120,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
121,Candidate_121,7,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
122,Candidate_122,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
123,Candidate_123,8,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
124,Candidate_124,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
125,Candidate_125,5,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
126,Candidate_126,2,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
127,Candidate_127,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
128,Candidate_128,1,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
129,Candidate_129,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
130,Candidate_130,10,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
131,Candidate_131,0,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
132,Candidate_132,6,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
133,Candidate_133,6,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
134,Candidate_134,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
135,Candidate_135,9,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
136,Candidate_136,1,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
137,Candidate_137,8,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
138,Candidate_138,3,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
139,Candidate_139,7,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
140,Candidate_140,10,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
141,Candidate_141,5,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
142,Candidate_142,3,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
143,Candidate_143,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
144,Candidate_144,9,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
145,Candidate_145,6,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
146,Candidate_146,6,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
147,Candidate_147,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
148,Candidate_148,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
149,Candidate_149,2,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
150,Candidate_150,1,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
151,Candidate_151,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
152,Candidate_152,9,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
153,Candidate_153,0,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
154,Candidate_154,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
155,Candidate_155,8,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
156,Candidate_156,7,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
157,Candidate_157,9,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
158,Candidate_158,10,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
159,Candidate_159,3,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
160,Candidate_160,8,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
161,Candidate_161,0,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
162,Candidate_162,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
163,Candidate_163,4,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
164,Candidate_164,6,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
165,Candidate_165,0,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
166,Candidate_166,2,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
167,Candidate_167,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
168,Candidate_168,9,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
169,Candidate_169,2,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
170,Candidate_170,10,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
171,Candidate_171,9,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
172,Candidate_172,7,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
173,Candidate_173,0,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
174,Candidate_174,5,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
175,Candidate_175,3,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
176,Candidate_176,3,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
177,Candidate_177,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
178,Candidate_178,0,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
179,Candidate_179,0,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
180,Candidate_180,1,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
181,Candidate_181,3,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
182,Candidate_182,0,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
183,Candidate_183,1,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
184,Candidate_184,8,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
185,Candidate_185,5,"NLP, Deep Learning, PyTorch, ML","Experienced in NLP, Deep Learning, PyTorch, ML"
186,Candidate_186,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
187,Candidate_187,5,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
188,Candidate_188,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
189,Candidate_189,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
190,Candidate_190,6,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
191,Candidate_191,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
192,Candidate_192,7,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
193,Candidate_193,10,"NLP, Deep Learning, PyTorch, ML","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
194,Candidate_194,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
195,Candidate_195,2,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
196,Candidate_196,5,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
197,Candidate_197,4,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
198,Candidate_198,1,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
199,Candidate_199,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
200,Candidate_200,7,"Java, Spring, Microservices, Docker","Experienced in Java, Spring, Microservices, Docker"
201,Candidate_201,8,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
202,Candidate_202,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Python, SQL, ML, Pandas, TensorFlow"
203,Candidate_203,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
204,Candidate_204,2,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
205,Candidate_205,0,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
206,Candidate_206,10,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
207,Candidate_207,8,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
208,Candidate_208,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
209,Candidate_209,4,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
210,Candidate_210,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
211,Candidate_211,1,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
212,Candidate_212,1,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
213,Candidate_213,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
214,Candidate_214,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
215,Candidate_215,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in Java, Spring, Microservices, Docker"
216,Candidate_216,9,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
217,Candidate_217,0,"React, JS, HTML, CSS, Node","Experienced in NLP, Deep Learning, PyTorch, ML"
218,Candidate_218,6,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in React, JS, HTML, CSS, Node"
219,Candidate_219,9,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
220,Candidate_220,9,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
221,Candidate_221,9,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
222,Candidate_222,6,"React, JS, HTML, CSS, Node","Experienced in Python, SQL, ML, Pandas, TensorFlow"
223,Candidate_223,0,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
224,Candidate_224,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
225,Candidate_225,5,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
226,Candidate_226,10,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
227,Candidate_227,1,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
228,Candidate_228,0,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Python, SQL, ML, Pandas, TensorFlow"
229,Candidate_229,1,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
230,Candidate_230,2,"Java, Spring, Microservices, Docker","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
231,Candidate_231,2,"React, JS, HTML, CSS, Node","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
232,Candidate_232,4,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
233,Candidate_233,6,"Java, Spring, Microservices, Docker","Experienced in Python, SQL, ML, Pandas, TensorFlow"
234,Candidate_234,5,"Python, SQL, ML, Pandas, TensorFlow","Experienced in NLP, Deep Learning, PyTorch, ML"
235,Candidate_235,6,"React, JS, HTML, CSS, Node","Experienced in Java, Spring, Microservices, Docker"
236,Candidate_236,3,"Python, SQL, ML, Pandas, TensorFlow","Experienced in React, JS, HTML, CSS, Node"
237,Candidate_237,3,"NLP, Deep Learning, PyTorch, ML","Experienced in React, JS, HTML, CSS, Node"
238,Candidate_238,5,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
239,Candidate_239,10,"React, JS, HTML, CSS, Node","Experienced in React, JS, HTML, CSS, Node"
240,Candidate_240,2,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
241,Candidate_241,2,"Java, Spring, Microservices, Docker","Experienced in NLP, Deep Learning, PyTorch, ML"
242,Candidate_242,3,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in NLP, Deep Learning, PyTorch, ML"
243,Candidate_243,8,"Python, SQL, ML, Pandas, TensorFlow","Experienced in AWS, Linux, DevOps, Docker, CI/CD"
244,Candidate_244,3,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
245,Candidate_245,5,"Java, Spring, Microservices, Docker","Experienced in React, JS, HTML, CSS, Node"
246,Candidate_246,2,"NLP, Deep Learning, PyTorch, ML","Experienced in Java, Spring, Microservices, Docker"
247,Candidate_247,4,"AWS, Linux, DevOps, Docker, CI/CD","Experienced in Java, Spring, Microservices, Docker"
248,Candidate_248,4,"NLP, Deep Learning, PyTorch, ML","Experienced in Python, SQL, ML, Pandas, TensorFlow"
